Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,DeliveryDate,RegionManager
1/30/2023,West,Chair,15,274.3,Store B,Retail,0.15,Frank,3497.325,Credit Card,,0,REG101236,Cust 4609,21.56,2/8/2023,Wendy
12/8/2023,North,Monitor,14,382.19,Store B,Wholesale,0.15,Frank,5083.127,Cash,FREESHIP,1,REG100588,Cust 5051,49.12,12/11/2023,Ryan
1/13/2025,East,Phone,17,263.75,Store B,Retail,0.15,Alice,4483.75,Online,,1,REG100563,Cust 5296,12.97,1/18/2025,Eric
3/17/2024,South,Desk,10,68.27,Store A,Wholesale,0.1,Diana,580.295,Credit Card,,0,REG101347,Cust 7753,24.33,3/27/2024,Sophie
5/19/2024,West,Monitor,18,369.79,Store A,Wholesale,0.15,Eva,6323.409,Cash,FREESHIP,1,REG101389,Cust 3487,16.4,5/23/2024,Wendy
8/5/2024,West,Tablet,6,187.06,Store B,Wholesale,0.05,Frank,1010.124,Debit Card,FREESHIP,0,REG100214,Cust 3386,11.03,8/13/2024,Wendy
3/14/2024,West,Phone,8,142.09,Store A,Wholesale,0.1,Eva,1136.72,Credit Card,WINTER15,0,REG100574,Cust 7035,38.97,3/20/2024,Wendy
6/22/2025,North,Printer,17,527.88,Store D,Retail,0.15,Bob,8525.262,Cash,WINTER15,0,REG100175,Cust 4597,21.32,6/28/2025,Ryan
7/11/2024,East,Laptop,6,555.03,Store C,Retail,0.1,Frank,2997.162,Credit Card,,1,REG100178,Cust 5602,23.69,7/20/2024,Eric
1/25/2023,West,Desk,6,134.53,Store C,Retail,0.1,Carlos,686.103,Debit Card,FREESHIP,1,REG100266,Cust 7017,33.5,1/29/2023,Wendy
6/11/2025,North,Phone,18,152.84,Store C,Retail,0.15,Diana,2338.452,Debit Card,FREESHIP,1,REG100143,Cust 8905,20.3,6/20/2025,Ryan
7/25/2024,South,Chair,12,61.85,Store D,Wholesale,0.1,Alice,705.09,Credit Card,,1,REG100736,Cust 8992,24.34,7/31/2024,Sophie
2/17/2025,South,Chair,11,381.14,Store B,Retail,0.1,Frank,3982.913,Gift Card,FREESHIP,0,REG101181,Cust 7529,32.83,2/27/2025,Sophie
3/22/2024,West,Laptop,19,590,Store D,Retail,0.15,Alice,10649.5,Online,FREESHIP,0,REG100336,Cust 1422,5.91,3/25/2024,Wendy
5/10/2023,East,Printer,18,206.8,Store A,Retail,0.15,Frank,3536.28,Debit Card,FREESHIP,1,REG100708,Cust 5569,39.25,5/13/2023,Eric
11/16/2024,North,Laptop,4,175.34,Store C,Retail,0.05,Eva,596.156,Cash,FREESHIP,0,REG100412,Cust 9097,40.86,11/19/2024,Ryan
4/20/2024,East,Printer,5,550.65,Store A,Retail,0.05,Bob,2340.2625,Gift Card,,0,REG100828,Cust 2899,16.82,4/27/2024,Eric
2/16/2025,East,Monitor,12,108.35,Store A,Wholesale,0.1,Diana,1300.2,Online,FREESHIP,0,REG101109,Cust 1857,42.06,2/25/2025,Eric
2/6/2025,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card,SAVE10,0,REG100829,Cust 5322,29.22,2/14/2025,Wendy
10/4/2023,West,Monitor,16,36.16,Store C,Wholesale,0.15,Carlos,520.704,Debit Card,FREESHIP,0,REG100105,Cust 4233,26.64,10/11/2023,Wendy
5/3/2024,East,Monitor,5,416.95,Store A,Wholesale,0.05,Frank,1772.0375,Online,,1,REG100081,Cust 2883,24.03,5/12/2024,Eric
1/5/2023,North,Laptop,19,463.51,Store B,Retail,0.2,Bob,8806.69,Cash,FREESHIP,0,REG100166,Cust 9589,49.38,1/8/2023,Ryan
5/23/2025,South,Phone,16,231.76,Store B,Retail,0.15,Bob,3151.936,Online,WINTER15,1,REG101456,Cust 1333,9.42,5/27/2025,Sophie
5/24/2024,West,Printer,10,280.8,Store C,Retail,0.1,Alice,2808,Credit Card,SAVE10,0,REG100953,Cust 6723,49.98,5/30/2024,Wendy
3/27/2025,East,Phone,11,548.08,Store D,Wholesale,0.1,Eva,5727.436,Cash,,0,REG101462,Cust 8858,25.82,4/6/2025,Eric
3/21/2023,West,Tablet,16,33.18,Store C,Retail,0.15,Eva,504.336,Online,SAVE10,0,REG100300,Cust 4001,22.94,3/26/2023,Wendy
12/6/2024,South,Chair,11,571.07,Store A,Retail,0.1,Frank,6281.77,Gift Card,SAVE10,0,REG101372,Cust 5504,12.6,12/11/2024,Sophie
1/2/2025,West,Laptop,1,374.33,Store B,Wholesale,0,Carlos,374.33,Credit Card,FREESHIP,0,REG100462,Cust 1649,33.31,1/12/2025,Wendy
3/31/2023,South,Monitor,8,591.29,Store C,Retail,0.1,Diana,4257.288,Credit Card,,1,REG101388,Cust 5335,45.14,4/10/2023,Sophie
10/5/2024,East,Tablet,20,576.3,Store D,Wholesale,0.2,Eva,10949.7,Credit Card,,0,REG100229,Cust 4627,25.22,10/9/2024,Eric
11/15/2024,North,Phone,1,159.41,Store B,Retail,0,Bob,143.469,Credit Card,FREESHIP,0,REG100068,Cust 3986,35.14,11/19/2024,Ryan
12/15/2024,South,Laptop,17,506.38,Store B,Wholesale,0.15,Carlos,8608.46,Cash,WINTER15,1,REG101098,Cust 5928,33.36,12/23/2024,Sophie
12/12/2023,North,Phone,13,468.16,Store B,Retail,0.15,Alice,5173.168,Cash,SAVE10,0,REG101332,Cust 8367,29.11,12/21/2023,Ryan
1/4/2025,West,Printer,6,540.54,Store A,Retail,0.05,Carlos,3081.078,Debit Card,SAVE10,0,REG101056,Cust 5002,19.77,1/10/2025,Wendy
3/6/2024,North,Phone,7,374.43,Store A,Retail,0.1,Carlos,2227.8585,Cash,SAVE10,0,REG100874,Cust 4929,28.97,3/12/2024,Ryan
1/19/2024,West,Desk,6,148.23,Store B,Retail,0.1,Eva,800.442,Credit Card,FREESHIP,0,REG100490,Cust 2234,19.58,1/29/2024,Wendy
1/22/2025,East,Tablet,17,8.33,Store A,Retail,0.15,Eva,134.5295,Cash,,0,REG101431,Cust 6209,43.29,1/25/2025,Eric
1/20/2023,East,Chair,15,462.85,Store A,Retail,0.15,Diana,5901.3375,Credit Card,,0,REG100934,Cust 3698,46.12,1/26/2023,Eric
9/22/2023,South,Phone,7,480.08,Store B,Wholesale,0.1,Diana,3024.504,Online,,1,REG100632,Cust 2123,44.37,9/27/2023,Sophie
6/17/2023,East,Chair,4,584.8,Store B,Retail,0.05,Eva,2105.28,Online,FREESHIP,0,REG100445,Cust 8157,16.44,6/25/2023,Eric
4/5/2023,West,Printer,3,221,Store B,Wholesale,0,Frank,663,Cash,FREESHIP,0,REG100101,Cust 3845,32.31,4/8/2023,Wendy
7/4/2024,East,Monitor,6,421.97,Store B,Wholesale,0.05,Bob,2405.229,Cash,WINTER15,0,REG101224,Cust 9804,41.31,7/13/2024,Eric
5/18/2025,North,Monitor,2,188.29,Store D,Wholesale,0,Bob,320.093,Credit Card,SAVE10,0,REG101141,Cust 9405,32.22,5/21/2025,Ryan
8/30/2024,South,Laptop,17,469.32,Store B,Retail,0.15,Carlos,7978.44,Gift Card,WINTER15,1,REG100387,Cust 2007,5.86,9/1/2024,Sophie
4/17/2024,West,Tablet,7,353.9,Store C,Wholesale,0.1,Alice,2105.705,Debit Card,SAVE10,1,REG100282,Cust 3051,15.74,4/27/2024,Wendy
11/9/2024,West,Monitor,7,83.32,Store D,Wholesale,0.1,Carlos,554.078,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,11/17/2024,Wendy
3/31/2025,East,Printer,15,511.88,Store C,Wholesale,0.15,Bob,7294.29,Cash,SAVE10,0,REG100385,Cust 7714,10.22,4/9/2025,Eric
6/15/2024,East,Chair,1,394.41,Store B,Retail,0,Alice,354.969,Gift Card,WINTER15,0,REG101030,Cust 7826,6.37,6/20/2024,Eric
7/4/2024,West,Laptop,11,128.99,Store A,Retail,0.1,Diana,1347.9455,Debit Card,SAVE10,0,REG100762,Cust 9584,38.58,7/7/2024,Wendy
2/16/2025,South,Printer,18,204.58,Store C,Retail,0.15,Diana,3314.196,Cash,,0,REG100898,Cust 5906,16.04,2/22/2025,Sophie
6/21/2025,South,Tablet,3,583.38,Store B,Retail,0,Diana,1487.619,Cash,WINTER15,1,REG100785,Cust 6113,30.12,6/30/2025,Sophie
2/8/2025,South,Printer,10,67.38,Store C,Retail,0.1,Diana,606.42,Gift Card,FREESHIP,1,REG101259,Cust 5312,20.58,2/18/2025,Sophie
2/20/2025,East,Phone,4,232.66,Store B,Wholesale,0.05,Frank,837.576,Online,WINTER15,0,REG100280,Cust 2799,11.88,2/23/2025,Eric
7/5/2024,West,Laptop,16,123.86,Store A,Wholesale,0.15,Alice,1684.496,Gift Card,,1,REG101337,Cust 6347,18.02,7/14/2024,Wendy
9/8/2023,East,Tablet,20,293.94,Store B,Retail,0.2,Alice,4996.98,Credit Card,SAVE10,0,REG101341,Cust 5690,9.29,9/15/2023,Eric
8/24/2023,East,Laptop,4,520,Store A,Retail,0.05,Eva,2080,Credit Card,WINTER15,0,REG101371,Cust 6036,18.25,9/2/2023,Eric
2/21/2025,North,Phone,13,135.98,Store C,Wholesale,0.15,Frank,1767.74,Online,WINTER15,0,REG100949,Cust 7195,28.35,3/1/2025,Ryan
10/21/2023,North,Desk,4,390.3,Store A,Retail,0.05,Diana,1327.02,Debit Card,,0,REG100841,Cust 4558,43.56,10/26/2023,Ryan
9/25/2024,South,Desk,12,149.37,Store D,Retail,0.1,Bob,1613.196,Credit Card,,0,REG101095,Cust 3719,20.21,10/2/2024,Sophie
4/21/2025,South,Printer,1,130.87,Store B,Retail,0,Diana,124.3265,Online,WINTER15,0,REG100636,Cust 2685,43.21,4/24/2025,Sophie
1/29/2024,North,Desk,19,113.42,Store A,Retail,0.15,Eva,2154.98,Debit Card,WINTER15,0,REG101112,Cust 3069,44.96,2/7/2024,Ryan
10/23/2024,North,Phone,11,121.54,Store D,Wholesale,0.1,Carlos,1336.94,Credit Card,SAVE10,0,REG100811,Cust 3739,16.62,10/28/2024,Ryan
10/19/2023,East,Chair,13,393.1,Store B,Wholesale,0.15,Alice,4599.27,Online,,0,REG100802,Cust 5301,12.64,10/26/2023,Eric
1/23/2025,West,Phone,16,193.7,Store A,Retail,0.15,Bob,2634.32,Credit Card,SAVE10,0,REG100531,Cust 6534,6.83,1/29/2025,Wendy
1/17/2024,East,Laptop,7,322.11,Store C,Wholesale,0.1,Diana,2029.293,Debit Card,SAVE10,0,REG100730,Cust 1267,19.91,1/27/2024,Eric
9/18/2023,South,Printer,14,268.32,Store D,Retail,0.15,Frank,3756.48,Online,WINTER15,0,REG101407,Cust 7302,43.14,9/27/2023,Sophie
1/10/2023,East,Chair,6,176.52,Store D,Wholesale,0.05,Alice,900.252,Online,FREESHIP,0,REG101083,Cust 8796,16.98,1/13/2023,Eric
11/4/2023,North,Printer,13,179.37,Store A,Retail,0.15,Eva,2215.2195,Online,FREESHIP,0,REG100457,Cust 9768,35.28,11/12/2023,Ryan
9/18/2023,West,Tablet,19,448.13,Store D,Wholesale,0.2,Alice,8514.47,Debit Card,FREESHIP,0,REG100422,Cust 5513,28.29,9/20/2023,Wendy
10/13/2024,North,Chair,13,416.66,Store B,Wholesale,0.15,Bob,4604.093,Credit Card,WINTER15,0,REG100141,Cust 5711,21.74,10/20/2024,Ryan
2/6/2023,North,Chair,10,217.43,Store A,Retail,0.1,Bob,1848.155,Credit Card,FREESHIP,0,REG100272,Cust 9816,33.14,2/15/2023,Ryan
1/23/2025,North,Chair,16,562.52,Store D,Retail,0.15,Frank,9000.32,Gift Card,,0,REG100215,Cust 1591,18.23,1/27/2025,Ryan
7/22/2023,North,Phone,17,468.45,Store A,Retail,0.15,Carlos,7565.4675,Credit Card,FREESHIP,0,REG100099,Cust 7756,17.88,7/26/2023,Ryan
1/17/2025,North,Desk,12,526.82,Store A,Retail,0.1,Frank,6321.84,Credit Card,WINTER15,0,REG100535,Cust 8949,29.75,1/25/2025,Ryan
10/17/2024,South,Printer,15,482.08,Store D,Retail,0.15,Eva,6508.08,Debit Card,FREESHIP,1,REG100966,Cust 2800,13.35,10/19/2024,Sophie
6/6/2024,East,Desk,18,333.6,Store A,Retail,0.15,Carlos,5404.32,Debit Card,FREESHIP,1,REG100856,Cust 5207,33.79,6/8/2024,Eric
7/29/2024,West,Monitor,8,420.75,Store B,Wholesale,0.1,Bob,3029.4,Online,SAVE10,1,REG100608,Cust 4464,44.61,8/1/2024,Wendy
6/16/2024,North,Chair,5,159.92,Store B,Wholesale,0.05,Carlos,799.6,Cash,SAVE10,0,REG101487,Cust 2905,10.86,6/23/2024,Ryan
10/23/2023,West,Chair,20,19.3,Store C,Wholesale,0.2,Bob,386,Debit Card,SAVE10,0,REG101166,Cust 4205,47.23,11/1/2023,Wendy
11/24/2024,South,Monitor,12,173.79,Store D,Retail,0.1,Eva,1772.658,Credit Card,,0,REG100701,Cust 3098,21.23,12/4/2024,Sophie
5/9/2025,West,Chair,13,221.39,Store D,Wholesale,0.15,Frank,2878.07,Debit Card,FREESHIP,1,REG101499,Cust 1935,21.05,5/13/2025,Wendy
10/7/2024,South,Chair,8,385.46,Store A,Wholesale,0.1,Bob,3083.68,Cash,SAVE10,0,REG101232,Cust 7591,8.89,10/11/2024,Sophie
2/4/2023,South,Chair,2,296.91,Store A,Wholesale,0,Carlos,564.129,Debit Card,WINTER15,0,REG100599,Cust 3573,44.35,2/7/2023,Sophie
4/13/2024,West,Chair,15,553.01,Store A,Retail,0.15,Carlos,7465.635,Credit Card,SAVE10,1,REG100684,Cust 1935,23.3,4/21/2024,Wendy
8/11/2024,West,Printer,2,289.14,Store C,Retail,0,Diana,549.366,Online,SAVE10,0,REG100117,Cust 2015,5.13,8/13/2024,Wendy
1/6/2025,South,Printer,2,264,Store D,Retail,0,Bob,528,Gift Card,SAVE10,0,REG100565,Cust 5381,26.73,1/14/2025,Sophie
7/9/2023,West,Desk,6,287.72,Store A,Retail,0.1,Bob,1640.004,Debit Card,WINTER15,0,REG101127,Cust 5600,17.14,7/14/2023,Wendy
3/27/2023,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash,WINTER15,0,REG100819,Cust 5826,33.15,4/4/2023,Sophie
1/14/2024,East,Monitor,19,407.82,Store D,Retail,0.15,Diana,7361.151,Gift Card,FREESHIP,0,REG101032,Cust 4266,38.98,1/18/2024,Eric
9/30/2023,East,Laptop,14,243.96,Store D,Wholesale,0.15,Diana,3244.668,Online,,1,REG100716,Cust 2484,13.24,10/4/2023,Eric
7/7/2023,East,Tablet,3,71.91,Store B,Wholesale,0,Alice,215.73,Gift Card,WINTER15,1,REG100228,Cust 7137,46.25,7/17/2023,Eric
10/19/2023,North,Desk,15,434.44,Store B,Wholesale,0.15,Bob,6516.6,Debit Card,,1,REG101458,Cust 8495,33.86,10/28/2023,Ryan
1/5/2023,East,Desk,12,582.52,Store A,Wholesale,0.1,Bob,6990.24,Credit Card,FREESHIP,0,REG100083,Cust 1231,41.16,1/11/2023,Eric
10/23/2023,East,Phone,13,562.29,Store D,Retail,0.15,Diana,7309.77,Gift Card,SAVE10,0,REG100025,Cust 6322,38.13,10/28/2023,Eric
8/19/2024,South,Laptop,18,96.84,Store A,Wholesale,0.15,Frank,1481.652,Cash,SAVE10,1,REG100454,Cust 7450,8.1,8/23/2024,Sophie
5/16/2025,South,Laptop,4,472.24,Store D,Retail,0.05,Alice,1888.96,Gift Card,FREESHIP,1,REG101485,Cust 7211,6.78,5/21/2025,Sophie
8/15/2023,East,Laptop,3,294.72,Store C,Wholesale,0,Alice,839.952,Cash,SAVE10,0,REG100470,Cust 4712,45.33,8/18/2023,Eric
2/5/2025,South,Phone,16,34.66,Store C,Retail,0.15,Alice,526.832,Debit Card,,0,REG100389,Cust 4196,49.9,2/11/2025,Sophie
2/26/2025,East,Desk,9,562.54,Store A,Wholesale,0.1,Alice,5062.86,Credit Card,FREESHIP,0,REG100950,Cust 8929,30.27,2/28/2025,Eric
11/26/2023,West,Desk,12,107.45,Store C,Retail,0.1,Bob,1160.46,Online,FREESHIP,0,REG100195,Cust 8617,18.17,12/2/2023,Wendy
2/25/2024,East,Laptop,20,13.64,Store C,Retail,0.2,Frank,231.88,Credit Card,SAVE10,0,REG101014,Cust 4337,33.6,3/4/2024,Eric
3/5/2025,West,Desk,5,323.28,Store D,Retail,0.05,Frank,1454.76,Gift Card,SAVE10,0,REG100009,Cust 3732,41.1,3/13/2025,Wendy
8/10/2024,East,Phone,20,337.37,Store C,Retail,0.2,Diana,6072.66,Gift Card,,0,REG100252,Cust 2724,43.17,8/17/2024,Eric
2/16/2024,North,Phone,4,83.75,Store A,Retail,0.05,Alice,318.25,Debit Card,SAVE10,1,REG100080,Cust 4108,38.82,2/25/2024,Ryan
3/9/2024,East,Phone,20,312.43,Store C,Retail,0.2,Carlos,6248.6,Credit Card,SAVE10,0,REG100789,Cust 5262,28.11,3/11/2024,Eric
3/8/2023,East,Chair,19,191.44,Store C,Wholesale,0.15,Carlos,3091.756,Cash,WINTER15,1,REG100424,Cust 8492,35.54,3/17/2023,Eric
11/26/2024,West,Chair,3,229.45,Store D,Retail,0,Bob,585.0975,Debit Card,WINTER15,1,REG100863,Cust 1423,19.81,11/29/2024,Wendy
12/23/2023,West,Tablet,18,60.66,Store A,Retail,0.15,Bob,1091.88,Online,FREESHIP,1,REG100633,Cust 8684,10.08,12/28/2023,Wendy
6/27/2023,North,Desk,15,478.41,Store B,Retail,0.15,Carlos,6458.535,Debit Card,FREESHIP,0,REG100185,Cust 1736,35.63,6/30/2023,Ryan
5/26/2024,West,Laptop,20,491.68,Store D,Wholesale,0.2,Alice,8358.56,Online,SAVE10,1,REG100098,Cust 4384,43.46,5/29/2024,Wendy
2/17/2025,West,Desk,13,134.56,Store D,Retail,0.15,Carlos,1661.816,Credit Card,WINTER15,0,REG101495,Cust 5227,35.63,2/22/2025,Wendy
4/16/2024,West,Tablet,7,129.83,Store A,Wholesale,0.1,Carlos,908.81,Gift Card,WINTER15,0,REG101230,Cust 4564,13.12,4/20/2024,Wendy
7/18/2024,South,Chair,10,252.63,Store B,Retail,0.1,Eva,2147.355,Cash,FREESHIP,0,REG100380,Cust 1865,8.92,7/25/2024,Sophie
4/29/2024,South,Phone,11,255.95,Store C,Wholesale,0.1,Alice,2533.905,Online,,0,REG100818,Cust 7833,21.99,5/4/2024,Sophie
6/24/2024,South,Laptop,19,254.03,Store C,Wholesale,0.15,Frank,4826.57,Online,SAVE10,1,REG101415,Cust 4018,11.21,7/2/2024,Sophie
5/18/2025,North,Desk,8,505.34,Store B,Retail,0.1,Bob,3840.584,Debit Card,,0,REG101246,Cust 4061,22.88,5/27/2025,Ryan
1/31/2025,North,Printer,13,223.44,Store B,Retail,0.15,Carlos,2469.012,Credit Card,,1,REG101461,Cust 5086,38.46,2/7/2025,Ryan
3/29/2023,South,Chair,4,565.29,Store D,Wholesale,0.05,Alice,2148.102,Cash,,0,REG100134,Cust 2293,27.04,4/3/2023,Sophie
7/18/2023,East,Desk,3,121.56,Store D,Wholesale,0,Eva,364.68,Debit Card,WINTER15,0,REG101000,Cust 9682,29.06,7/25/2023,Eric
2/26/2023,East,Phone,13,6.5,Store A,Wholesale,0.15,Diana,84.5,Cash,,0,REG100582,Cust 8359,20.02,3/3/2023,Eric
12/8/2023,East,Tablet,11,65.57,Store D,Retail,0.1,Diana,649.143,Debit Card,SAVE10,1,REG101373,Cust 1161,30.43,12/14/2023,Eric
7/14/2023,South,Chair,9,501.74,Store D,Retail,0.1,Bob,4515.66,Online,SAVE10,1,REG100186,Cust 7795,39.74,7/17/2023,Sophie
1/23/2024,East,Tablet,10,92.45,Store C,Wholesale,0.1,Frank,832.05,Cash,WINTER15,1,REG100165,Cust 6114,42.61,1/29/2024,Eric
3/19/2023,East,Phone,13,374.05,Store D,Wholesale,0.15,Diana,4619.5175,Debit Card,FREESHIP,0,REG101320,Cust 4494,26.32,3/26/2023,Eric
5/28/2025,West,Desk,3,470.09,Store B,Wholesale,0,Eva,1410.27,Gift Card,,0,REG100952,Cust 1424,38.29,6/1/2025,Wendy
8/12/2023,South,Desk,4,551.71,Store A,Retail,0.05,Eva,2096.498,Gift Card,,1,REG100209,Cust 9837,26.32,8/15/2023,Sophie
10/19/2024,East,Phone,6,549.21,Store B,Retail,0.05,Eva,2965.734,Credit Card,WINTER15,1,REG100505,Cust 3035,12.29,10/27/2024,Eric
2/19/2025,South,Printer,11,505.96,Store C,Wholesale,0.1,Eva,4730.726,Debit Card,FREESHIP,1,REG100630,Cust 5183,22.84,2/23/2025,Sophie
5/4/2023,East,Phone,20,42.12,Store B,Wholesale,0.2,Alice,716.04,Credit Card,,0,REG101074,Cust 9561,43.22,5/12/2023,Eric
4/10/2024,North,Desk,15,523.29,Store B,Wholesale,0.15,Eva,6671.9475,Debit Card,,0,REG100010,Cust 1462,12.14,4/17/2024,Ryan
3/28/2025,North,Chair,18,553.23,Store D,Wholesale,0.15,Frank,9958.14,Cash,FREESHIP,0,REG100570,Cust 1375,31.76,4/1/2025,Ryan
4/27/2025,West,Laptop,2,559.63,Store B,Wholesale,0,Diana,1007.334,Credit Card,WINTER15,1,REG100279,Cust 2084,42.34,5/3/2025,Wendy
8/6/2023,East,Desk,7,373.66,Store B,Retail,0.1,Alice,2484.839,Gift Card,SAVE10,0,REG100753,Cust 8900,46.33,8/12/2023,Eric
5/19/2025,East,Laptop,8,262.62,Store C,Wholesale,0.1,Alice,2100.96,Cash,FREESHIP,1,REG101010,Cust 8387,36.73,5/24/2025,Eric
4/29/2023,North,Chair,9,90.87,Store D,Retail,0.1,Carlos,695.1555,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,5/8/2023,Ryan
9/11/2023,West,Chair,14,113.77,Store C,Retail,0.15,Eva,1592.78,Cash,FREESHIP,0,REG100640,Cust 5857,25.35,9/16/2023,Wendy
4/25/2025,West,Chair,16,484.01,Store A,Wholesale,0.15,Alice,7744.16,Online,SAVE10,1,REG101459,Cust 3988,9.65,5/1/2025,Wendy
6/6/2025,East,Desk,3,391.92,Store A,Wholesale,0,Alice,999.396,Debit Card,SAVE10,0,REG100642,Cust 7917,9.86,6/16/2025,Eric
5/2/2023,West,Monitor,16,483.09,Store C,Wholesale,0.15,Alice,7342.968,Debit Card,,1,REG101398,Cust 5049,37.66,5/5/2023,Wendy
1/23/2025,East,Tablet,7,196.88,Store C,Retail,0.1,Diana,1378.16,Debit Card,SAVE10,0,REG101300,Cust 9506,44.92,1/31/2025,Eric
1/17/2023,North,Printer,15,19.17,Store A,Wholesale,0.15,Carlos,287.55,Gift Card,FREESHIP,1,REG100896,Cust 3811,48.93,1/27/2023,Ryan
11/30/2024,East,Chair,18,130.36,Store B,Wholesale,0.15,Diana,2346.48,Debit Card,SAVE10,0,REG100913,Cust 8397,34.6,12/5/2024,Eric
5/17/2025,East,Printer,15,506.81,Store A,Retail,0.15,Bob,6461.8275,Cash,FREESHIP,1,REG100434,Cust 7585,41.03,5/27/2025,Eric
7/2/2024,East,Phone,8,432.27,Store D,Retail,0.1,Eva,3285.252,Cash,FREESHIP,1,REG100836,Cust 6924,20.64,7/4/2024,Eric
4/29/2024,West,Tablet,20,367.24,Store A,Wholesale,0.2,Carlos,6977.56,Gift Card,FREESHIP,0,REG100482,Cust 1721,45.67,5/7/2024,Wendy
2/23/2024,South,Monitor,16,120.22,Store D,Retail,0.15,Bob,1634.992,Cash,SAVE10,0,REG100163,Cust 1489,8.42,3/1/2024,Sophie
4/6/2025,South,Tablet,9,543.57,Store D,Retail,0.1,Diana,4158.3105,Debit Card,SAVE10,0,REG101324,Cust 9889,7.54,4/11/2025,Sophie
9/7/2023,South,Phone,16,144.07,Store D,Wholesale,0.15,Eva,2074.608,Debit Card,FREESHIP,0,REG100990,Cust 8631,7.33,9/9/2023,Sophie
1/6/2025,North,Printer,13,483.63,Store A,Retail,0.15,Carlos,5972.8305,Cash,FREESHIP,0,REG101367,Cust 9189,18.22,1/15/2025,Ryan
5/13/2023,East,Laptop,7,82.77,Store D,Wholesale,0.1,Frank,492.4815,Debit Card,SAVE10,1,REG100225,Cust 5530,15.66,5/17/2023,Eric
6/18/2025,West,Monitor,9,391,Store D,Wholesale,0.1,Eva,3167.1,Debit Card,WINTER15,0,REG101012,Cust 7794,46.76,6/22/2025,Wendy
1/24/2023,West,Phone,10,266.13,Store B,Wholesale,0.1,Diana,2661.3,Gift Card,WINTER15,0,REG100220,Cust 2153,21.01,1/26/2023,Wendy
8/20/2024,North,Monitor,15,208.51,Store A,Retail,0.15,Carlos,2971.2675,Gift Card,,0,REG101115,Cust 2453,37.81,8/29/2024,Ryan
11/30/2023,East,Phone,20,519.04,Store B,Retail,0.2,Carlos,8823.68,Gift Card,FREESHIP,0,REG100018,Cust 1228,19.43,12/8/2023,Eric
6/24/2025,East,Tablet,5,137.56,Store C,Wholesale,0.05,Diana,584.63,Debit Card,SAVE10,0,REG100797,Cust 4522,6.45,7/1/2025,Eric
2/3/2024,North,Printer,19,275.78,Store C,Retail,0.15,Frank,5239.82,Cash,SAVE10,0,REG100669,Cust 5782,47,2/5/2024,Ryan
1/23/2024,North,Desk,19,360.06,Store C,Wholesale,0.2,Eva,6499.083,Debit Card,FREESHIP,0,REG101307,Cust 3106,33.19,1/31/2024,Ryan
5/25/2023,East,Printer,13,211.06,Store B,Retail,0.15,Bob,2469.402,Gift Card,,1,REG100332,Cust 4993,19.58,5/29/2023,Eric
9/20/2024,West,Monitor,6,551.13,Store D,Retail,0.05,Carlos,3306.78,Gift Card,FREESHIP,0,REG100986,Cust 1113,14.67,9/29/2024,Wendy
6/24/2023,East,Desk,18,237.76,Store C,Retail,0.15,Carlos,4279.68,Online,SAVE10,0,REG100004,Cust 6506,5.73,6/27/2023,Eric
10/16/2024,West,Tablet,19,207.45,Store C,Retail,0.2,Bob,3744.4725,Debit Card,SAVE10,0,REG100493,Cust 5032,11.5,10/21/2024,Wendy
11/30/2023,West,Desk,6,182.4,Store B,Wholesale,0.1,Alice,1094.4,Online,FREESHIP,1,REG100751,Cust 8206,49.49,12/9/2023,Wendy
7/11/2024,East,Monitor,6,100.75,Store A,Wholesale,0.1,Frank,544.05,Credit Card,FREESHIP,0,REG101247,Cust 8095,12.98,7/14/2024,Eric
6/16/2025,West,Phone,1,101.73,Store D,Retail,0,Frank,101.73,Debit Card,WINTER15,0,REG100026,Cust 2609,11.59,6/25/2025,Wendy
9/29/2023,East,Laptop,11,203.15,Store C,Retail,0.1,Eva,2011.185,Online,FREESHIP,0,REG101134,Cust 2254,30.97,10/2/2023,Eric
1/16/2023,West,Phone,20,553.85,Store A,Retail,0.2,Frank,11077,Cash,WINTER15,0,REG100471,Cust 6211,33.21,1/24/2023,Wendy
12/16/2024,North,Chair,8,378.88,Store A,Wholesale,0.1,Frank,2727.936,Debit Card,WINTER15,1,REG100344,Cust 8246,5.22,12/24/2024,Ryan
2/18/2025,West,Laptop,1,82.06,Store D,Retail,0,Eva,73.854,Credit Card,FREESHIP,0,REG100987,Cust 8843,11.11,2/24/2025,Wendy
11/20/2024,East,Laptop,6,562.93,Store C,Retail,0.05,Alice,3377.58,Credit Card,WINTER15,0,REG100255,Cust 6561,43.73,11/27/2024,Eric
1/9/2025,East,Laptop,12,148.66,Store A,Wholesale,0.1,Diana,1783.92,Online,,1,REG100448,Cust 7073,27.16,1/17/2025,Eric
7/1/2023,East,Chair,19,161.13,Store A,Wholesale,0.2,Diana,3061.47,Credit Card,FREESHIP,0,REG101309,Cust 9182,5.46,7/6/2023,Eric
