TransactionID,Team,GameDate,GameType,Section,ItemCategory,ItemsPurchased,UnitPrice,TotalSpend,WaitTime_minutes,CustomerType,PaymentMethod,ConcessionStandID,StaffExperience_years,GameAttendance,DayOfWeek
TXN01337,Pittsburgh Penguins,4/19/2026,Regular Season,General,Food,2,10.61,23.22,12,Single-Game,Credit Card,Stand 4,10.5,16853,Thursday
TXN01338,Philadelphia Flyers,12/19/2025,Regular Season,Club,Beverage,3,9.74,32.47,8.7,Season Ticket Holder,Mobile Pay,Stand 4,13.5,18249,Friday
TXN01339,Philadelphia Flyers,11/15/2025,Playoff,Club,Beverage,3,15.53,64.06,17,Single-Game,Cash,Stand 4,1,19147,Sunday
TXN01340,Philadelphia Flyers,2/25/2026,Regular Season,General,Beverage,1,12.81,5,5.4,Season Ticket Holder,Credit Card,Stand 4,8.2,18343,Monday
TXN01341,Philadelphia Flyers,10/14/2025,Regular Season,General,Food,3,12.58,42.59,7.3,Season Ticket Holder,Credit Card,Stand 2,5.1,17285,Thursday
TXN01342,Philadelphia Flyers,4/14/2026,Regular Season,General,Merchandise,1,23.4,21.24,4.9,Season Ticket Holder,Credit Card,Stand 2,11.7,19163,Friday
TXN01343,Philadelphia Flyers,2/13/2026,Playoff,General,Beverage,1,14.87,14.34,20,Single-Game,Mobile Pay,Stand 3,2.9,19460,Saturday
TXN01344,Pittsburgh Penguins,11/8/2025,Playoff,General,Food,1,10.02,19.42,17.2,Season Ticket Holder,Credit Card,Stand 3,9.1,19033,Monday
TXN01345,Pittsburgh Penguins,1/20/2026,Regular Season,General,Food,1,11.03,15.4,8.4,Single-Game,Credit Card,Stand 2,1.7,16703,Thursday
TXN01346,Philadelphia Flyers,3/16/2026,Regular Season,General,Beverage,1,9.05,5,5.7,Single-Game,Credit Card,Stand 3,5.3,18131,Saturday
TXN01347,Philadelphia Flyers,4/21/2026,Playoff,General,Beverage,2,8.45,25.02,14.5,Single-Game,Credit Card,Stand 4,2.1,19298,Saturday
TXN01348,Philadelphia Flyers,12/12/2025,Regular Season,Club,Food,2,10.01,17.36,6,Single-Game,Credit Card,Stand 4,13.1,18573,Friday
TXN01349,Pittsburgh Penguins,1/5/2026,Regular Season,General,Beverage,3,14.55,35.58,5.9,Single-Game,Credit Card,Stand 1,13,20000,Wednesday
TXN01350,Philadelphia Flyers,11/21/2025,Regular Season,Club,Beverage,1,14.85,5,7.8,Single-Game,Credit Card,Stand 4,12.6,19343,Wednesday
TXN01351,Philadelphia Flyers,2/14/2026,Regular Season,Club,Merchandise,2,40.31,120,4.6,Season Ticket Holder,Mobile Pay,Stand 4,14.8,19662,Saturday
TXN01352,Pittsburgh Penguins,10/18/2025,Regular Season,General,Merchandise,1,22.61,24.52,1,Single-Game,Credit Card,Stand 2,10.5,17633,Tuesday
TXN01353,Pittsburgh Penguins,4/14/2026,Playoff,General,Food,1,8.42,17.96,13.2,Single-Game,Credit Card,Stand 1,9.2,19263,Sunday
TXN01354,Philadelphia Flyers,2/9/2026,Regular Season,Suite,Food,1,16.06,20.31,3.3,Single-Game,Cash,Stand 1,1.2,19608,Saturday
TXN01355,Philadelphia Flyers,10/25/2025,Regular Season,General,Beverage,3,8.97,31.49,11,Single-Game,Credit Card,Stand 1,4,17701,Tuesday
TXN01356,Pittsburgh Penguins,11/17/2025,Playoff,General,Beverage,1,8.28,16.69,18.3,Season Ticket Holder,Credit Card,Stand 2,4.4,16927,Wednesday
TXN01357,Philadelphia Flyers,1/6/2026,Regular Season,General,Beverage,1,12.97,11.73,9.6,Single-Game,Cash,Stand 1,1.6,19559,Tuesday
TXN01358,Philadelphia Flyers,10/12/2025,Regular Season,Club,Merchandise,3,39.4,120,1.7,Season Ticket Holder,Credit Card,Stand 1,1.5,19126,Saturday
TXN01359,Pittsburgh Penguins,10/28/2025,Playoff,Suite,Beverage,1,14.81,21.96,14.5,Single-Game,Credit Card,Stand 2,12.6,19391,Saturday
TXN01360,Pittsburgh Penguins,11/13/2025,Regular Season,General,Beverage,1,13.72,17.32,4.9,Single-Game,Credit Card,Stand 1,12.8,16701,Monday
TXN01361,Pittsburgh Penguins,3/17/2026,Playoff,General,Beverage,2,12.6,23.46,13.4,Single-Game,Mobile Pay,Stand 2,7.2,19585,Thursday
TXN01362,Philadelphia Flyers,3/27/2026,Regular Season,General,Beverage,3,10.33,36.14,10.3,Season Ticket Holder,Mobile Pay,Stand 2,9.2,18899,Friday
TXN01363,Philadelphia Flyers,10/11/2025,Regular Season,General,Food,2,9.18,5,1.8,Single-Game,Credit Card,Stand 1,2.9,18369,Thursday
TXN01364,Philadelphia Flyers,11/28/2025,Regular Season,General,Beverage,3,10.57,48.36,8.8,Single-Game,Cash,Stand 1,8.1,18307,Friday
TXN01365,Philadelphia Flyers,4/1/2026,Regular Season,General,Food,2,11.24,20.33,3.6,Season Ticket Holder,Credit Card,Stand 4,5.3,17821,Friday
TXN01366,Pittsburgh Penguins,2/22/2026,Regular Season,General,Merchandise,2,37.56,63.87,5.4,Season Ticket Holder,Cash,Stand 3,10.3,16062,Friday
TXN01367,Pittsburgh Penguins,3/9/2026,Regular Season,Suite,Beverage,1,18.54,20.05,1,Season Ticket Holder,Cash,Stand 3,8.4,18968,Friday
TXN01368,Philadelphia Flyers,3/29/2026,Regular Season,Club,Beverage,1,10.66,5.74,13.9,Season Ticket Holder,Credit Card,Stand 2,9.6,18987,Wednesday
TXN01369,Pittsburgh Penguins,1/2/2026,Regular Season,General,Beverage,2,9.64,18.25,4,Single-Game,Mobile Pay,Stand 4,8,18939,Saturday
TXN01370,Pittsburgh Penguins,10/7/2025,Regular Season,Suite,Food,1,10.8,14.28,4.7,Season Ticket Holder,Cash,Stand 1,9.2,18182,Friday
TXN01371,Pittsburgh Penguins,12/3/2025,Regular Season,Club,Food,1,10.92,14.41,7.8,Single-Game,Mobile Pay,Stand 2,10.6,18343,Saturday
TXN01372,Pittsburgh Penguins,11/25/2025,Playoff,General,Beverage,1,14.67,24.86,12.2,Single-Game,Credit Card,Stand 2,7.3,17809,Saturday
TXN01373,Philadelphia Flyers,12/1/2025,Regular Season,General,Beverage,1,13.51,11.72,8.7,Season Ticket Holder,Credit Card,Stand 1,9.5,18261,Sunday
TXN01374,Pittsburgh Penguins,1/9/2026,Regular Season,Club,Beverage,2,12.31,31.83,9.6,Season Ticket Holder,Credit Card,Stand 2,14.8,19270,Saturday
TXN01375,Philadelphia Flyers,3/3/2026,Regular Season,Club,Merchandise,1,24.68,25.59,8,Season Ticket Holder,Cash,Stand 4,12.8,16399,Saturday
TXN01376,Pittsburgh Penguins,11/16/2025,Playoff,General,Beverage,1,8.86,24.74,14,Single-Game,Credit Card,Stand 2,13.2,16430,Tuesday
TXN01377,Pittsburgh Penguins,4/5/2026,Regular Season,General,Food,2,13.02,25.73,12.8,Season Ticket Holder,Cash,Stand 2,9.4,17952,Sunday
TXN01378,Pittsburgh Penguins,2/17/2026,Regular Season,Club,Food,3,15.22,40.48,5.7,Season Ticket Holder,Credit Card,Stand 3,12.4,17168,Thursday
TXN01379,Pittsburgh Penguins,2/27/2026,Regular Season,General,Beverage,3,12.22,33.83,8.9,Single-Game,Mobile Pay,Stand 4,0.4,17687,Thursday
TXN01380,Philadelphia Flyers,1/20/2026,Regular Season,General,Food,3,11.27,39.59,8.9,Single-Game,Credit Card,Stand 2,5.1,18385,Saturday
TXN01381,Philadelphia Flyers,4/23/2026,Regular Season,General,Merchandise,1,21.7,22.07,10.4,Single-Game,Cash,Stand 1,0.5,18077,Wednesday
TXN01382,Pittsburgh Penguins,10/9/2025,Regular Season,General,Beverage,2,9.05,20.62,6.9,Single-Game,Credit Card,Stand 1,5.9,17881,Wednesday
TXN01383,Philadelphia Flyers,3/11/2026,Regular Season,Club,Food,2,9.43,12.54,9.2,Single-Game,Credit Card,Stand 2,11.8,19348,Saturday
TXN01384,Philadelphia Flyers,2/11/2026,Regular Season,General,Beverage,1,9.76,5,11.9,Season Ticket Holder,Credit Card,Stand 3,2.2,17158,Thursday
TXN01385,Pittsburgh Penguins,1/29/2026,Regular Season,General,Food,2,12.14,24.15,2.1,Single-Game,Credit Card,Stand 4,12.1,17535,Wednesday
TXN01386,Philadelphia Flyers,4/8/2026,Regular Season,General,Food,2,10.58,23.93,4.6,Season Ticket Holder,Credit Card,Stand 2,8.4,18415,Friday
TXN01387,Pittsburgh Penguins,10/15/2025,Regular Season,General,Food,2,9.24,21.98,5.7,Single-Game,Credit Card,Stand 2,4,18234,Saturday
TXN01388,Philadelphia Flyers,10/14/2025,Regular Season,Club,Food,1,13.4,6.37,8.1,Single-Game,Credit Card,Stand 1,1.6,17128,Saturday
TXN01389,Philadelphia Flyers,3/4/2026,Playoff,Club,Food,1,15.17,20.15,18,Season Ticket Holder,Credit Card,Stand 1,14.5,17162,Saturday
TXN01390,Philadelphia Flyers,12/24/2025,Regular Season,General,Food,1,12.21,5,8.1,Season Ticket Holder,Credit Card,Stand 2,1.3,17598,Tuesday
TXN01391,Pittsburgh Penguins,2/27/2026,Regular Season,Suite,Beverage,3,16.98,43.98,1,Single-Game,Credit Card,Stand 3,10.9,18385,Wednesday
TXN01392,Pittsburgh Penguins,1/5/2026,Regular Season,Suite,Food,2,13.87,28.17,3.4,Season Ticket Holder,Credit Card,Stand 3,3.6,17845,Thursday
TXN01393,Pittsburgh Penguins,3/20/2026,Regular Season,General,Beverage,2,13.6,23.46,1,Single-Game,Cash,Stand 3,9.6,18229,Tuesday
TXN01394,Philadelphia Flyers,2/10/2026,Regular Season,Club,Beverage,2,10.61,17.04,1,Single-Game,Cash,Stand 1,9.8,18838,Tuesday
TXN01395,Philadelphia Flyers,12/25/2025,Regular Season,Club,Beverage,2,13.53,34.35,8.2,Single-Game,Cash,Stand 2,12.5,19998,Thursday
TXN01396,Philadelphia Flyers,3/23/2026,Regular Season,General,Food,2,7.08,5,5.8,Single-Game,Mobile Pay,Stand 3,1.5,18826,Monday
TXN01397,Pittsburgh Penguins,11/4/2025,Regular Season,General,Food,2,9.03,19.81,6.9,Season Ticket Holder,Credit Card,Stand 4,14.1,17206,Tuesday
TXN01398,Philadelphia Flyers,2/9/2026,Regular Season,General,Merchandise,3,33.81,120,7.1,Single-Game,Cash,Stand 4,6.6,18889,Sunday
TXN01399,Pittsburgh Penguins,1/29/2026,Playoff,General,Beverage,2,13.17,29.43,14.6,Season Ticket Holder,Credit Card,Stand 4,10.5,18781,Friday
TXN01400,Philadelphia Flyers,10/24/2025,Regular Season,General,Merchandise,1,35.98,43,4,Single-Game,Credit Card,Stand 2,11.8,19559,Wednesday
TXN01401,Pittsburgh Penguins,2/2/2026,Playoff,General,Beverage,2,12.72,30.44,18.5,Season Ticket Holder,Cash,Stand 2,11.8,17380,Friday
TXN01402,Pittsburgh Penguins,2/9/2026,Regular Season,Suite,Food,1,9.42,12.09,2.4,Single-Game,Credit Card,Stand 2,2.9,17714,Friday
TXN01403,Pittsburgh Penguins,1/30/2026,Regular Season,General,Merchandise,2,44.3,68.55,8.2,Season Ticket Holder,Credit Card,Stand 4,13.8,18559,Tuesday
TXN01404,Philadelphia Flyers,4/6/2026,Playoff,Club,Food,1,14.34,27.45,11.3,Season Ticket Holder,Credit Card,Stand 3,2,19238,Thursday
TXN01405,Pittsburgh Penguins,12/16/2025,Regular Season,Club,Food,2,12.49,26.1,4.3,Single-Game,Credit Card,Stand 4,5.3,17454,Tuesday
TXN01406,Philadelphia Flyers,4/11/2026,Regular Season,General,Food,2,13.68,25.12,5.1,Single-Game,Credit Card,Stand 2,8.5,18355,Friday
TXN01407,Pittsburgh Penguins,1/25/2026,Regular Season,General,Merchandise,2,43.22,69.32,11,Single-Game,Cash,Stand 4,12.4,18084,Thursday
TXN01408,Philadelphia Flyers,2/21/2026,Regular Season,Suite,Beverage,2,16.54,41.78,1,Single-Game,Credit Card,Stand 4,6.5,18181,Tuesday
TXN01409,Pittsburgh Penguins,1/3/2026,Regular Season,General,Food,3,8.2,27.22,1,Single-Game,Credit Card,Stand 2,4.6,17566,Sunday
TXN01410,Pittsburgh Penguins,1/20/2026,Playoff,Club,Food,2,15.21,32.59,13,Single-Game,Cash,Stand 4,8.9,18868,Monday
TXN01411,Philadelphia Flyers,10/8/2025,Regular Season,General,Merchandise,1,35.09,39,4.8,Single-Game,Mobile Pay,Stand 3,13.3,18795,Saturday
TXN01412,Pittsburgh Penguins,3/7/2026,Playoff,General,Food,1,9.05,15.8,13.4,Single-Game,Mobile Pay,Stand 2,5.8,19585,Wednesday
TXN01413,Pittsburgh Penguins,11/11/2025,Regular Season,Club,Merchandise,1,46.18,40.83,6.6,Season Ticket Holder,Cash,Stand 4,4.3,17153,Saturday
TXN01414,Philadelphia Flyers,12/16/2025,Regular Season,Club,Food,2,15.27,38.49,1,Season Ticket Holder,Credit Card,Stand 1,1.7,17878,Thursday
TXN01415,Philadelphia Flyers,10/31/2025,Playoff,General,Food,1,11.45,12.76,11.7,Season Ticket Holder,Mobile Pay,Stand 1,11.5,18496,Thursday
TXN01416,Philadelphia Flyers,11/13/2025,Regular Season,Club,Food,3,10.2,37.81,5.9,Single-Game,Credit Card,Stand 2,7.4,17815,Saturday
TXN01417,Pittsburgh Penguins,3/26/2026,Regular Season,Club,Merchandise,1,26.64,24.11,7.6,Single-Game,Mobile Pay,Stand 4,11.7,18999,Saturday
TXN01418,Pittsburgh Penguins,1/29/2026,Regular Season,General,Food,2,11.05,21.74,7,Season Ticket Holder,Credit Card,Stand 2,5.5,18546,Monday
TXN01419,Philadelphia Flyers,4/21/2026,Regular Season,General,Merchandise,3,32.77,120,7.6,Season Ticket Holder,Mobile Pay,Stand 1,6.6,18501,Sunday
TXN01420,Philadelphia Flyers,10/21/2025,Regular Season,Club,Beverage,1,12.16,5,5.4,Single-Game,Mobile Pay,Stand 3,11.8,19063,Thursday
TXN01421,Pittsburgh Penguins,1/22/2026,Regular Season,General,Food,3,7,20.61,1.1,Season Ticket Holder,Credit Card,Stand 3,14.8,18119,Sunday
TXN01422,Philadelphia Flyers,4/1/2026,Regular Season,General,Merchandise,1,26.59,31.21,9.1,Single-Game,Credit Card,Stand 3,11.4,18986,Friday
TXN01423,Pittsburgh Penguins,10/21/2025,Regular Season,Club,Beverage,1,9.88,11.87,5.2,Season Ticket Holder,Mobile Pay,Stand 3,6.9,17561,Tuesday
TXN01424,Philadelphia Flyers,10/20/2025,Regular Season,General,Beverage,1,10.62,11.31,5.5,Season Ticket Holder,Credit Card,Stand 1,15,17944,Saturday
TXN01425,Pittsburgh Penguins,3/19/2026,Regular Season,General,Beverage,1,10,11.88,3.4,Season Ticket Holder,Credit Card,Stand 1,10.8,18734,Saturday
TXN01426,Philadelphia Flyers,10/22/2025,Regular Season,General,Food,2,11.33,25.21,4.6,Single-Game,Credit Card,Stand 1,10.4,19512,Sunday
TXN01427,Pittsburgh Penguins,2/19/2026,Regular Season,General,Beverage,1,10.41,11.84,1,Single-Game,Mobile Pay,Stand 1,8.4,16981,Friday
TXN01428,Philadelphia Flyers,3/4/2026,Regular Season,General,Beverage,1,10.59,5,1.8,Season Ticket Holder,Credit Card,Stand 4,9.2,18776,Tuesday
TXN01429,Pittsburgh Penguins,1/17/2026,Playoff,General,Merchandise,2,21.6,42.34,11.4,Single-Game,Mobile Pay,Stand 2,7.1,18087,Wednesday
TXN01430,Pittsburgh Penguins,3/16/2026,Regular Season,General,Beverage,2,9.37,18.43,5.3,Single-Game,Credit Card,Stand 1,1.2,17951,Tuesday
TXN01431,Pittsburgh Penguins,10/24/2025,Regular Season,General,Beverage,1,14.68,16.42,5.9,Season Ticket Holder,Credit Card,Stand 1,5.4,18076,Saturday
TXN01432,Philadelphia Flyers,12/10/2025,Playoff,General,Food,3,10.17,41.68,16.8,Season Ticket Holder,Mobile Pay,Stand 1,2.4,18776,Saturday
TXN01433,Philadelphia Flyers,10/22/2025,Regular Season,General,Merchandise,2,39.64,111.48,6,Single-Game,Credit Card,Stand 2,7.9,19223,Friday
TXN01434,Pittsburgh Penguins,10/26/2025,Regular Season,General,Food,2,12.37,24.83,3.4,Single-Game,Credit Card,Stand 2,1.4,17157,Thursday
TXN01435,Philadelphia Flyers,11/16/2025,Regular Season,General,Food,2,8.91,14.56,9.2,Single-Game,Mobile Pay,Stand 3,14.2,18224,Thursday
TXN01436,Philadelphia Flyers,3/7/2026,Regular Season,Club,Beverage,1,15.42,7.54,9.7,Single-Game,Credit Card,Stand 3,6.6,18423,Thursday
TXN01437,Pittsburgh Penguins,4/22/2026,Regular Season,General,Food,2,12.97,25.28,4.7,Single-Game,Mobile Pay,Stand 3,1.3,18778,Wednesday
TXN01438,Pittsburgh Penguins,3/16/2026,Regular Season,Suite,Food,1,8.95,10.85,3.8,Single-Game,Credit Card,Stand 4,6.2,17094,Saturday
TXN01439,Pittsburgh Penguins,2/8/2026,Playoff,General,Beverage,1,11.86,19.28,19.4,Season Ticket Holder,Cash,Stand 4,5.9,18649,Saturday
TXN01440,Philadelphia Flyers,1/20/2026,Playoff,General,Food,1,10.32,11.35,17.3,Single-Game,Mobile Pay,Stand 3,6.8,19116,Sunday
TXN01441,Pittsburgh Penguins,12/23/2025,Regular Season,Suite,Food,1,11.75,17.38,6.9,Season Ticket Holder,Mobile Pay,Stand 4,1.3,18522,Wednesday
TXN01442,Pittsburgh Penguins,1/27/2026,Playoff,General,Beverage,1,12.95,23.2,19.1,Single-Game,Credit Card,Stand 3,13.5,17881,Saturday
TXN01443,Philadelphia Flyers,2/24/2026,Regular Season,General,Merchandise,2,21.41,54.97,9.4,Single-Game,Mobile Pay,Stand 4,3.7,19036,Saturday
TXN01444,Pittsburgh Penguins,2/9/2026,Regular Season,General,Food,1,12.27,14.56,7.3,Season Ticket Holder,Mobile Pay,Stand 2,8.4,18357,Thursday
TXN01445,Philadelphia Flyers,4/8/2026,Regular Season,General,Beverage,1,11.29,5,5.5,Single-Game,Mobile Pay,Stand 2,5.7,18849,Friday
TXN01446,Philadelphia Flyers,11/17/2025,Playoff,Suite,Merchandise,1,52.85,75.59,14.2,Single-Game,Credit Card,Stand 1,10.2,19509,Saturday
TXN01447,Philadelphia Flyers,3/6/2026,Regular Season,General,Food,1,12.35,5,7.4,Season Ticket Holder,Credit Card,Stand 3,4.2,17935,Monday
TXN01448,Pittsburgh Penguins,11/5/2025,Regular Season,General,Food,2,11.78,22.7,12.6,Single-Game,Credit Card,Stand 4,1.4,17316,Saturday
TXN01449,Pittsburgh Penguins,10/21/2025,Regular Season,General,Beverage,1,13.89,13.07,6.8,Single-Game,Mobile Pay,Stand 2,14.6,19082,Friday
TXN01450,Pittsburgh Penguins,12/31/2025,Regular Season,Club,Food,2,10.74,24.62,8.7,Single-Game,Credit Card,Stand 1,13.9,19172,Tuesday
TXN01451,Pittsburgh Penguins,11/17/2025,Playoff,General,Food,2,8.43,21.88,14.9,Season Ticket Holder,Credit Card,Stand 4,4.9,18088,Sunday
TXN01452,Philadelphia Flyers,11/16/2025,Regular Season,General,Merchandise,1,24.2,24.75,3.4,Season Ticket Holder,Credit Card,Stand 1,2.4,19604,Thursday
TXN01453,Philadelphia Flyers,4/11/2026,Regular Season,General,Food,2,11.24,13.26,4.4,Season Ticket Holder,Credit Card,Stand 2,11.7,16359,Saturday
TXN01454,Pittsburgh Penguins,1/22/2026,Regular Season,General,Beverage,2,14.56,27.46,2,Single-Game,Cash,Stand 4,9.6,18505,Sunday
TXN01455,Philadelphia Flyers,2/1/2026,Regular Season,General,Merchandise,1,29.15,32.83,2.6,Single-Game,Cash,Stand 4,14.5,17141,Saturday
TXN01456,Pittsburgh Penguins,3/20/2026,Regular Season,Club,Beverage,3,12.63,39.79,4.6,Season Ticket Holder,Credit Card,Stand 2,4.3,18226,Wednesday
TXN01457,Philadelphia Flyers,10/30/2025,Regular Season,General,Merchandise,1,20.81,19.88,5.8,Single-Game,Mobile Pay,Stand 3,6.1,18665,Friday
TXN01458,Pittsburgh Penguins,1/18/2026,Regular Season,General,Merchandise,1,37.29,37.79,8.7,Single-Game,Credit Card,Stand 2,14.2,17356,Saturday
TXN01459,Pittsburgh Penguins,4/21/2026,Regular Season,Suite,Beverage,1,11.14,15.55,1,Season Ticket Holder,Mobile Pay,Stand 4,12.3,16988,Tuesday
TXN01460,Pittsburgh Penguins,10/17/2025,Regular Season,Club,Food,1,14.74,14.91,3.5,Season Ticket Holder,Cash,Stand 3,7.4,17995,Wednesday
TXN01461,Philadelphia Flyers,10/13/2025,Regular Season,General,Food,1,13.62,5,2.3,Season Ticket Holder,Credit Card,Stand 2,2,19106,Wednesday
TXN01462,Pittsburgh Penguins,2/25/2026,Regular Season,General,Beverage,1,14.36,22.05,11.9,Single-Game,Credit Card,Stand 1,12.3,17535,Saturday
TXN01463,Philadelphia Flyers,10/28/2025,Playoff,Club,Beverage,1,13.14,18.48,22.3,Season Ticket Holder,Credit Card,Stand 1,4.3,19588,Saturday
TXN01464,Pittsburgh Penguins,3/19/2026,Regular Season,General,Beverage,2,9.31,16.96,1,Single-Game,Credit Card,Stand 4,3.5,18692,Saturday
TXN01465,Philadelphia Flyers,2/11/2026,Regular Season,General,Beverage,2,9.01,14.08,1.8,Single-Game,Cash,Stand 2,1,17148,Friday
TXN01466,Pittsburgh Penguins,1/16/2026,Playoff,General,Merchandise,2,31.87,54.67,14,Single-Game,Credit Card,Stand 2,5.3,18449,Saturday
TXN01467,Pittsburgh Penguins,2/15/2026,Regular Season,Club,Merchandise,1,49.89,41.68,1.9,Season Ticket Holder,Credit Card,Stand 3,11.6,18265,Tuesday
TXN01468,Philadelphia Flyers,4/2/2026,Regular Season,General,Food,1,8.62,6.38,2.6,Single-Game,Credit Card,Stand 4,6.7,19063,Tuesday
TXN01469,Pittsburgh Penguins,2/19/2026,Regular Season,General,Beverage,3,8.22,27.21,1,Season Ticket Holder,Mobile Pay,Stand 3,2.4,19510,Sunday
TXN01470,Philadelphia Flyers,12/3/2025,Regular Season,General,Merchandise,2,21.64,59.73,11,Season Ticket Holder,Cash,Stand 1,12.8,19055,Wednesday
TXN01471,Philadelphia Flyers,1/13/2026,Regular Season,Suite,Beverage,1,15.09,11.46,8.3,Single-Game,Credit Card,Stand 1,12.8,17686,Wednesday
TXN01472,Pittsburgh Penguins,1/13/2026,Playoff,Club,Beverage,3,12.38,40.09,16.2,Season Ticket Holder,Credit Card,Stand 4,2.9,18648,Wednesday
TXN01473,Pittsburgh Penguins,4/23/2026,Regular Season,General,Food,2,12.58,26.32,9.7,Season Ticket Holder,Credit Card,Stand 3,7,17258,Tuesday
TXN01474,Philadelphia Flyers,12/23/2025,Regular Season,General,Food,2,7.25,5,6.8,Season Ticket Holder,Credit Card,Stand 3,15,18930,Tuesday
TXN01475,Pittsburgh Penguins,3/27/2026,Regular Season,Suite,Beverage,1,13.91,20.78,8.7,Season Ticket Holder,Mobile Pay,Stand 1,13,18589,Tuesday
TXN01476,Philadelphia Flyers,4/10/2026,Regular Season,General,Beverage,1,14.34,9.71,7.1,Season Ticket Holder,Mobile Pay,Stand 3,14.7,19197,Thursday
TXN01477,Pittsburgh Penguins,11/10/2025,Regular Season,General,Beverage,1,13.59,16.17,3.6,Single-Game,Credit Card,Stand 1,11.6,17493,Saturday
TXN01478,Pittsburgh Penguins,1/25/2026,Regular Season,General,Food,3,13.39,33.44,3.5,Season Ticket Holder,Credit Card,Stand 2,0.3,17365,Thursday
TXN01479,Pittsburgh Penguins,2/10/2026,Playoff,Club,Food,1,12.31,17.24,17.5,Single-Game,Credit Card,Stand 3,5.7,18677,Thursday
TXN01480,Philadelphia Flyers,1/5/2026,Regular Season,Suite,Food,3,13.94,52.42,3.4,Single-Game,Mobile Pay,Stand 1,2.9,17983,Friday
TXN01481,Pittsburgh Penguins,12/27/2025,Regular Season,General,Food,1,7.08,16.55,8.9,Season Ticket Holder,Cash,Stand 1,8.3,20000,Tuesday
TXN01482,Pittsburgh Penguins,2/17/2026,Regular Season,General,Food,3,10.12,29.25,4.3,Single-Game,Credit Card,Stand 4,7.4,18015,Tuesday
TXN01483,Philadelphia Flyers,11/15/2025,Regular Season,General,Beverage,1,11.67,9.69,3.9,Single-Game,Credit Card,Stand 4,12.9,17359,Sunday
TXN01484,Pittsburgh Penguins,3/29/2026,Regular Season,General,Beverage,2,9.71,15.75,1.4,Single-Game,Mobile Pay,Stand 1,8.7,19043,Wednesday
TXN01485,Philadelphia Flyers,12/11/2025,Playoff,General,Beverage,1,11.39,13.68,12.2,Season Ticket Holder,Mobile Pay,Stand 2,8.8,19134,Saturday
TXN01486,Philadelphia Flyers,11/7/2025,Regular Season,Suite,Beverage,3,16.39,59.07,1,Season Ticket Holder,Cash,Stand 1,12.2,20000,Wednesday
TXN01487,Pittsburgh Penguins,1/27/2026,Playoff,General,Beverage,1,8.56,18.5,17.2,Single-Game,Credit Card,Stand 2,12.8,18455,Tuesday
TXN01488,Pittsburgh Penguins,11/20/2025,Regular Season,Club,Food,1,15.63,18.36,8.6,Single-Game,Credit Card,Stand 1,11.5,16946,Saturday
TXN01489,Philadelphia Flyers,3/23/2026,Regular Season,Club,Beverage,2,12.6,24.38,4.4,Single-Game,Credit Card,Stand 4,11.6,19164,Wednesday
TXN01490,Philadelphia Flyers,1/31/2026,Regular Season,General,Merchandise,1,26.87,30.48,2.7,Single-Game,Credit Card,Stand 4,9.2,19168,Wednesday
TXN01491,Philadelphia Flyers,10/28/2025,Regular Season,Club,Food,1,14.28,19.08,1.2,Single-Game,Credit Card,Stand 1,7.3,18386,Wednesday
TXN01492,Philadelphia Flyers,4/11/2026,Regular Season,Club,Beverage,1,14.86,5,6,Season Ticket Holder,Mobile Pay,Stand 2,6.7,18180,Saturday
TXN01493,Philadelphia Flyers,1/30/2026,Regular Season,General,Beverage,2,11.61,33.1,7.2,Single-Game,Credit Card,Stand 4,6.6,19222,Sunday
TXN01494,Pittsburgh Penguins,12/1/2025,Regular Season,General,Beverage,2,9.11,20.07,4.7,Single-Game,Credit Card,Stand 4,3.6,17678,Sunday
TXN01495,Pittsburgh Penguins,1/5/2026,Regular Season,Club,Food,1,8.48,12.59,6.9,Single-Game,Cash,Stand 4,2.3,17778,Friday
TXN01496,Philadelphia Flyers,2/13/2026,Regular Season,Suite,Food,2,10.19,25.25,5.1,Single-Game,Cash,Stand 4,12.7,18876,Saturday
TXN01497,Philadelphia Flyers,4/19/2026,Regular Season,General,Beverage,3,9.73,25.44,6,Single-Game,Credit Card,Stand 1,5.8,18263,Wednesday
TXN01498,Pittsburgh Penguins,4/4/2026,Regular Season,General,Food,2,10.96,22.74,1.9,Season Ticket Holder,Credit Card,Stand 3,2.6,18336,Friday
TXN01499,Pittsburgh Penguins,10/7/2025,Playoff,Suite,Food,2,16.45,39.86,9.6,Single-Game,Mobile Pay,Stand 4,12.5,17693,Friday
TXN01500,Pittsburgh Penguins,12/19/2025,Playoff,Club,Food,1,13.28,23.42,13,Single-Game,Credit Card,Stand 3,2.8,18417,Tuesday
TXN01501,Pittsburgh Penguins,10/10/2025,Regular Season,General,Food,2,10.56,26.02,9,Season Ticket Holder,Credit Card,Stand 3,10.3,18712,Sunday
TXN01502,Philadelphia Flyers,1/4/2026,Regular Season,General,Beverage,1,14.5,5,5.3,Single-Game,Credit Card,Stand 3,2.1,17042,Sunday
TXN01503,Pittsburgh Penguins,3/21/2026,Regular Season,General,Food,2,10.96,20.7,4.3,Single-Game,Credit Card,Stand 1,10.9,18276,Tuesday
TXN01504,Pittsburgh Penguins,12/15/2025,Regular Season,General,Beverage,3,8.28,25.22,10.5,Single-Game,Cash,Stand 4,1.2,15690,Wednesday
TXN01505,Philadelphia Flyers,2/19/2026,Regular Season,Club,Food,2,10.77,15.65,6.3,Single-Game,Credit Card,Stand 4,11.1,18845,Friday
